Local time in Moscow;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;Ee;sss
"16.03.2019 21:00";"0.1";"740.2";"754.9";"0.6";"83";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"0.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-2.4";"Trace of precipitation";"12";"";"";"";"";
"16.03.2019 18:00";"0.1";"739.6";"754.3";"-0.4";"78";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-3.4";"Trace of precipitation";"12";"";"";"";"";
"16.03.2019 15:00";"-0.1";"740.0";"754.8";"-0.7";"76";"Wind blowing from the south-southeast";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"10.0";"-3.8";"";"";"";"";"";"";
"16.03.2019 12:00";"-0.9";"740.7";"755.5";"-0.8";"79";"Wind blowing from the south-east";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"10.0";"-4.1";"";"";"";"";"";"";
"16.03.2019 09:00";"-2.1";"741.5";"756.4";"-0.8";"87";"Wind blowing from the south-southeast";"3";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-2.2";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"4.0";"-4.0";"0.2";"12";"";"";"Even layer of compact or wet snow covering ground completely.";"21.0";
"16.03.2019 06:00";"-2.1";"742.3";"757.2";"-1.2";"83";"Wind blowing from the south-southeast";"3";"";"";"100%.";"Snow not falling as shower(s). ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-2.2";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"";"-4.6";"0.2";"12";"";"";"";"";
"16.03.2019 03:00";"-1.5";"743.5";"758.3";"-1.0";"83";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"";"-4.1";"";"";"";"";"";"";
"16.03.2019 00:00";"-0.3";"744.5";"759.3";"-0.5";"73";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus translucidus.";"";"";"-4.7";"";"";"";"";"";"";
"15.03.2019 21:00";"0.5";"745.0";"759.9";"-0.2";"68";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"";"5.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus translucidus.";"";"";"-4.7";"No precipitation";"12";"";"";"";"";
"15.03.2019 18:00";"2.6";"745.2";"759.9";"-0.3";"51";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altostratus translucidus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"-6.7";"No precipitation";"12";"";"";"";"";
"15.03.2019 15:00";"4.4";"745.5";"760.1";"-0.5";"52";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"-4.6";"";"";"";"";"";"";
"15.03.2019 12:00";"2.8";"746.0";"760.7";"-0.3";"58";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"-4.7";"";"";"";"";"";"";
"15.03.2019 09:00";"-0.3";"746.3";"761.2";"-0.2";"76";"Wind blowing from the south-southeast";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"-1.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-4.0";"0.5";"12";"";"";"Even layer of loose dry snow covering ground completely.";"23.0";
"15.03.2019 06:00";"-1.0";"746.5";"761.4";"-0.4";"88";"Wind blowing from the south-southeast";"1";"";"";"100%.";"Mist. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-1.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"-2.8";"0.5";"12";"";"";"";"";
"15.03.2019 03:00";"-0.5";"746.9";"761.8";"0.0";"88";"Wind blowing from the south";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-2.2";"";"";"";"";"";"";
"15.03.2019 00:00";"-0.5";"746.9";"761.8";"0.0";"71";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"";"-5.2";"";"";"";"";"";"";
"14.03.2019 21:00";"-0.1";"746.9";"761.8";"-0.1";"63";"Wind blowing from the south-southeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"3.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-6.4";"No precipitation";"12";"";"";"";"";
"14.03.2019 18:00";"1.2";"747.0";"761.8";"-0.7";"54";"Wind blowing from the south-southeast";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"10.0";"-7.3";"No precipitation";"12";"";"";"";"";
"14.03.2019 15:00";"2.6";"747.7";"762.4";"-0.8";"48";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-7.3";"";"";"";"";"";"";
"14.03.2019 12:00";"0.9";"748.5";"763.3";"0.1";"47";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"-9.3";"";"";"";"";"";"";
"14.03.2019 09:00";"-2.5";"748.4";"763.4";"0.1";"61";"Wind blowing from the south-southeast";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"-10.6";"";"";"";"";"";"";"10.0";"-9.0";"No precipitation";"12";"";"";"Even layer of loose dry snow covering ground completely.";"23.0";
"14.03.2019 06:00";"-10.2";"748.3";"763.9";"0.6";"92";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"-10.6";"";"";"";"";"";"";"";"-11.2";"No precipitation";"12";"";"";"";"";
"14.03.2019 03:00";"-9.7";"747.7";"763.2";"0.6";"90";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"";"-11.0";"";"";"";"";"";"";
"14.03.2019 00:00";"-8.8";"747.1";"762.5";"0.6";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"-11.4";"";"";"";"";"";"";
"13.03.2019 21:00";"-6.3";"746.5";"761.7";"1.3";"73";"Calm, no wind";"0";"";"";"no clouds";"Clouds generally dissolving or becoming less developed. ";"Shower(s).";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"-0.8";"";"";"";"";"";"";"-10.4";"0.2";"12";"";"";"";"";
"13.03.2019 18:00";"-2.3";"745.2";"760.2";"1.0";"52";"Wind blowing from the north-west";"2";"";"";"60%.";"Clouds generally dissolving or becoming less developed. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-10.9";"0.6";"12";"";"";"";"";
"13.03.2019 15:00";"-0.8";"744.2";"759.1";"0.9";"46";"Wind blowing from the west-northwest";"2";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-11.1";"";"";"";"";"";"";
"13.03.2019 12:00";"-2.8";"743.3";"758.2";"1.0";"63";"Wind blowing from the north-northwest";"2";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-9.0";"";"";"";"";"";"";
"13.03.2019 09:00";"-4.5";"742.3";"757.3";"1.1";"81";"Wind blowing from the west";"1";"";"";"100%.";"Snow shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-5.3";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"100%.";"600-1000";"";"";"4.0";"-7.3";"1.0";"12";"";"";"Even layer of loose dry snow covering ground completely.";"23.0";
"13.03.2019 06:00";"-4.9";"741.2";"756.3";"0.7";"87";"Wind blowing from the west";"1";"";"";"100%.";"Snow shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-4.9";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"100%.";"600-1000";"";"";"";"-6.8";"2.0";"12";"";"";"";"";
"13.03.2019 03:00";"-4.3";"740.5";"755.5";"0.0";"87";"Wind blowing from the west-southwest";"1";"";"";"100%.";"Snow shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"100%.";"600-1000";"";"";"";"-6.1";"";"";"";"";"";"";
"13.03.2019 00:00";"-3.4";"740.5";"755.4";"0.1";"76";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-7.1";"";"";"";"";"";"";
"12.03.2019 21:00";"-2.8";"740.4";"755.2";"1.2";"83";"Wind blowing from the west";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"1.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-5.4";"0.7";"12";"";"";"";"";
"12.03.2019 18:00";"-0.4";"739.2";"754.0";"0.4";"59";"Wind blowing from the west-southwest";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-7.5";"No precipitation";"12";"";"";"";"";
"12.03.2019 15:00";"1.3";"738.8";"753.4";"-0.1";"43";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-10.0";"";"";"";"";"";"";
"12.03.2019 12:00";"0.0";"738.9";"753.6";"1.1";"48";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-9.9";"";"";"";"";"";"";
"12.03.2019 09:00";"-2.1";"737.8";"752.6";"1.5";"65";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"-3.3";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-7.9";"No precipitation";"12";"";"";"Even layer of compact or wet snow covering ground completely.";"21.0";
"12.03.2019 06:00";"-2.4";"736.3";"751.1";"1.5";"73";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"-2.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"-6.7";"No precipitation";"12";"";"";"";"";
"12.03.2019 03:00";"-1.0";"734.8";"749.5";"1.2";"66";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"";"-6.6";"";"";"";"";"";"";
"12.03.2019 00:00";"0.1";"733.6";"748.1";"1.2";"63";"Wind blowing from the north-northwest";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"-6.2";"";"";"";"";"";"";
"11.03.2019 21:00";"1.8";"732.4";"746.8";"1.2";"80";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"3.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-1.3";"0.5";"12";"";"";"";"";
"11.03.2019 18:00";"2.7";"731.2";"745.6";"0.1";"72";"Wind blowing from the west-southwest";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-1.9";"2.0";"12";"";"";"";"";
"11.03.2019 15:00";"3.5";"731.1";"745.4";"0.0";"72";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-1.1";"";"";"";"";"";"";
"11.03.2019 12:00";"1.4";"731.1";"745.6";"0.5";"94";"Wind blowing from the west-southwest";"1";"";"";"100%.";"Mist. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"100-200";"";"";"4.0";"0.5";"";"";"";"";"";"";
"11.03.2019 09:00";"1.0";"730.6";"745.0";"0.2";"95";"Wind blowing from the south";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Shower(s).";"Rain.";"0.6";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"200-300";"Altostratus opacus or Nimbostratus.";"";"1.0";"0.3";"2.0";"12";"";"";"Even layer of compact or wet snow covering ground completely.";"21.0";
"11.03.2019 06:00";"0.7";"730.4";"744.9";"-0.5";"93";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Snow shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"0.7";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"300-600";"";"";"";"-0.3";"0.4";"12";"";"";"";"";
